0_0: A_granulata|evm.model.Super-Scaffold_100002.117_1
3_93: H_robusta|ESO06491.1
3_94: H_robusta|ESO07149.1
3_95: H_robusta|ESO07419.1
3_96: H_robusta|ESO07442.1
3_97: H_robusta|ESO07576.1
3_98: H_robusta|ESO07805.1
3_99: H_robusta|ESO08455.1
3_100: H_robusta|ESO08456.1
3_101: H_robusta|ESO08560.1
3_102: H_robusta|ESO08825.1
3_103: H_robusta|ESO08876.1
3_104: H_robusta|ESO08907.1
3_105: H_robusta|ESO08943.1
3_106: H_robusta|ESO09412.1
3_107: H_robusta|ESO09487.1
3_108: H_robusta|ESO10463.1
3_109: H_robusta|ESO10944.1
3_110: H_robusta|ESO11305.1
3_111: H_robusta|ESO11807.1
3_112: H_robusta|ESO11819.1
3_113: H_robusta|ESO11888.1
3_114: H_robusta|ESO12490.1
3_115: H_robusta|ESO12558.1
3_116: H_robusta|ESO13157.1
3_117: H_robusta|ESN90015.1
3_118: H_robusta|ESN90036.1
3_119: H_robusta|ESN90041.1
3_120: H_robusta|ESN90111.1
3_121: H_robusta|ESN90170.1
3_122: H_robusta|ESN90171.1
3_123: H_robusta|ESN90264.1
3_124: H_robusta|ESN90268.1
3_125: H_robusta|ESN90343.1
3_126: H_robusta|ESN90393.1
3_127: H_robusta|ESN90415.1
3_128: H_robusta|ESN90814.1
3_129: H_robusta|ESN90831.1
3_130: H_robusta|ESN90911.1
3_131: H_robusta|ESN90932.1
3_132: H_robusta|ESN91000.1
3_133: H_robusta|ESN91074.1
3_134: H_robusta|ESN91127.1
3_135: H_robusta|ESN91139.1
3_136: H_robusta|ESN91199.1
3_137: H_robusta|ESN91462.1
3_138: H_robusta|ESN91519.1
3_139: H_robusta|ESN91634.1
3_140: H_robusta|ESN91912.1
3_141: H_robusta|ESN91915.1
3_142: H_robusta|ESN91917.1
3_143: H_robusta|ESN91928.1
3_144: H_robusta|ESN92012.1
3_145: H_robusta|ESN92783.1
3_146: H_robusta|ESN92851.1
3_147: H_robusta|ESN93015.1
3_148: H_robusta|ESN93049.1
3_149: H_robusta|ESN93276.1
3_150: H_robusta|ESN93292.1
3_151: H_robusta|ESN93537.1
3_152: H_robusta|ESN94157.1
3_153: H_robusta|ESN94268.1
3_154: H_robusta|ESN94285.1
3_155: H_robusta|ESN94391.1
3_156: H_robusta|ESN94478.1
3_157: H_robusta|ESN94479.1
3_158: H_robusta|ESN94570.1
3_159: H_robusta|ESN94621.1
3_160: H_robusta|ESN94787.1
3_161: H_robusta|ESN94841.1
3_162: H_robusta|ESN95112.1
3_163: H_robusta|ESN95119.1
3_164: H_robusta|ESN95147.1
3_165: H_robusta|ESN95368.1
3_166: H_robusta|ESN95380.1
3_167: H_robusta|ESN95404.1
3_168: H_robusta|ESN95666.1
3_169: H_robusta|ESN95668.1
3_170: H_robusta|ESN95675.1
3_171: H_robusta|ESN95679.1
3_172: H_robusta|ESN95681.1
3_173: H_robusta|ESN95682.1
3_174: H_robusta|ESN95683.1
3_175: H_robusta|ESN95684.1
3_176: H_robusta|ESN95709.1
3_177: H_robusta|ESN95742.1
3_178: H_robusta|ESN96190.1
3_179: H_robusta|ESN96244.1
3_180: H_robusta|ESN96282.1
3_181: H_robusta|ESN96515.1
3_182: H_robusta|ESN96592.1
3_183: H_robusta|ESN96634.1
3_184: H_robusta|ESN96693.1
3_185: H_robusta|ESN96788.1
3_186: H_robusta|ESN96820.1
3_187: H_robusta|ESN96849.1
3_188: H_robusta|ESN96964.1
3_189: H_robusta|ESN97376.1
3_190: H_robusta|ESN97377.1
3_191: H_robusta|ESN97433.1
3_192: H_robusta|ESN97495.1
3_193: H_robusta|ESN97523.1
3_194: H_robusta|ESN97965.1
3_195: H_robusta|ESN98055.1
3_196: H_robusta|ESN98148.1
3_197: H_robusta|ESN98396.1
3_198: H_robusta|ESN98594.1
3_199: H_robusta|ESN98597.1
3_200: H_robusta|ESN98642.1
3_201: H_robusta|ESN98760.1
3_202: H_robusta|ESN98979.1
3_203: H_robusta|ESN99108.1
3_204: H_robusta|ESN99294.1
3_205: H_robusta|ESN99340.1
3_206: H_robusta|ESN99382.1
3_207: H_robusta|ESN99383.1
3_208: H_robusta|ESN99454.1
3_209: H_robusta|ESN99663.1
3_210: H_robusta|ESN99993.1
3_211: H_robusta|ESO00009.1
3_212: H_robusta|ESO00199.1
3_213: H_robusta|ESO00254.1
3_214: H_robusta|ESO00277.1
3_215: H_robusta|ESO00311.1
3_216: H_robusta|ESO00340.1
3_217: H_robusta|ESO00341.1
3_218: H_robusta|ESO00530.1
3_219: H_robusta|ESO00633.1
3_220: H_robusta|ESO00798.1
3_221: H_robusta|ESO00800.1
3_222: H_robusta|ESO00914.1
3_223: H_robusta|ESO01059.1
3_224: H_robusta|ESO01196.1
3_225: H_robusta|ESO01465.1
3_226: H_robusta|ESO01479.1
3_227: H_robusta|ESO01966.1
3_228: H_robusta|ESO02251.1
3_229: H_robusta|ESO02492.1
3_230: H_robusta|ESO02789.1
3_231: H_robusta|ESO02790.1
3_232: H_robusta|ESO02809.1
3_233: H_robusta|ESO02826.1
3_234: H_robusta|ESO02881.1
3_235: H_robusta|ESO02882.1
3_236: H_robusta|ESO03093.1
3_237: H_robusta|ESO03230.1
3_238: H_robusta|ESO03344.1
3_239: H_robusta|ESO03820.1
3_240: H_robusta|ESO03914.1
3_241: H_robusta|ESO03923.1
3_242: H_robusta|ESO04030.1
3_243: H_robusta|ESO04033.1
3_244: H_robusta|ESO04034.1
3_245: H_robusta|ESO04074.1
3_246: H_robusta|ESO04350.1
3_247: H_robusta|ESO04394.1
3_248: H_robusta|ESO04395.1
3_249: H_robusta|ESO04396.1
3_250: H_robusta|ESO04479.1
3_251: H_robusta|ESO04488.1
3_252: H_robusta|ESO04541.1
3_253: H_robusta|ESO04786.1
3_254: H_robusta|ESO05583.1
3_255: H_robusta|ESO05635.1
3_256: H_robusta|ESO05647.1
3_257: H_robusta|ESO05648.1
3_258: H_robusta|ESO05650.1
3_259: H_robusta|ESO05666.1
3_260: H_robusta|ESO05765.1
3_261: H_robusta|ESO06076.1
3_262: H_robusta|ESO06164.1
3_263: H_robusta|ESO06197.1
3_264: H_robusta|ESO06206.1
3_265: H_robusta|ESO06230.1
3_266: H_robusta|ESO06270.1
3_267: H_robusta|ESO06272.1
3_268: H_robusta|ESO06331.1
3_269: H_robusta|ESO06385.1
3_270: H_robusta|ESO06449.1
3_271: H_robusta|ESO06638.1
3_272: H_robusta|ESO06723.1
3_273: H_robusta|ESO06986.1
3_274: H_robusta|ESO07054.1
3_275: H_robusta|ESO07092.1
3_276: H_robusta|ESO07150.1
3_277: H_robusta|ESO07166.1
3_278: H_robusta|ESO07368.1
3_279: H_robusta|ESO07437.1
3_280: H_robusta|ESO07565.1
3_281: H_robusta|ESO07596.1
3_282: H_robusta|ESO07729.1
3_283: H_robusta|ESO07795.1
3_284: H_robusta|ESO07853.1
3_285: H_robusta|ESO08213.1
3_286: H_robusta|ESO08304.1
3_287: H_robusta|ESO08423.1
3_288: H_robusta|ESO08434.1
3_289: H_robusta|ESO08436.1
3_290: H_robusta|ESO08443.1
3_291: H_robusta|ESO08526.1
3_292: H_robusta|ESO08557.1
3_293: H_robusta|ESO08639.1
3_294: H_robusta|ESO08713.1
3_295: H_robusta|ESO08935.1
3_296: H_robusta|ESO08948.1
3_297: H_robusta|ESO08969.1
3_298: H_robusta|ESO09099.1
3_299: H_robusta|ESO09103.1
3_300: H_robusta|ESO09446.1
3_301: H_robusta|ESO09513.1
3_302: H_robusta|ESO09620.1
3_303: H_robusta|ESO09804.1
3_304: H_robusta|ESO09807.1
3_305: H_robusta|ESO09829.1
3_306: H_robusta|ESO10137.1
3_307: H_robusta|ESO10437.1
3_308: H_robusta|ESO10449.1
3_309: H_robusta|ESO10693.1
3_310: H_robusta|ESO10727.1
3_311: H_robusta|ESO11557.1
3_312: H_robusta|ESO11697.1
3_313: H_robusta|ESO11702.1
3_314: H_robusta|ESO11754.1
3_315: H_robusta|ESO11954.1
3_316: H_robusta|ESO11959.1
3_317: H_robusta|ESO11981.1
3_318: H_robusta|ESO11982.1
3_319: H_robusta|ESO12056.1
3_320: H_robusta|ESO12210.1
3_321: H_robusta|ESO12242.1
3_322: H_robusta|ESO12349.1
3_323: H_robusta|ESO12531.1
3_324: H_robusta|ESO12546.1
3_325: H_robusta|ESO12552.1
3_326: H_robusta|ESO12694.1
3_327: H_robusta|ESO12748.1
3_328: H_robusta|ESO12814.1
3_329: H_robusta|ESO13006.1
3_330: H_robusta|ESO13058.1
3_331: H_robusta|ESO13110.1
3_332: H_robusta|ESO13142.1
3_333: H_robusta|ESO13174.1
3_334: H_robusta|ESO09122.1
3_335: H_robusta|ESO09370.1
3_336: H_robusta|ESN90265.1
3_337: H_robusta|ESN90430.1
3_338: H_robusta|ESN93723.1
3_339: H_robusta|ESN93724.1
3_340: H_robusta|ESN95559.1
3_341: H_robusta|ESN99512.1
3_342: H_robusta|ESN99971.1
3_343: H_robusta|ESO00175.1
3_344: H_robusta|ESO01497.1
3_345: H_robusta|ESO01742.1
3_346: H_robusta|ESO04500.1
3_347: H_robusta|ESO04796.1
3_348: H_robusta|ESO04948.1
3_349: H_robusta|ESO04949.1
3_350: H_robusta|ESO05584.1
3_351: H_robusta|ESO07165.1
3_352: H_robusta|ESO07167.1
3_353: H_robusta|ESO07168.1
3_354: H_robusta|ESO08701.1
3_355: H_robusta|ESO09755.1
3_356: H_robusta|ESO11137.1
3_357: H_robusta|ESO13175.1
3_358: H_robusta|ESN90439.1
3_359: H_robusta|ESN91552.1
3_360: H_robusta|ESN91984.1
3_361: H_robusta|ESN93770.1
3_362: H_robusta|ESN95234.1
3_363: H_robusta|ESN95530.1
3_364: H_robusta|ESN96742.1
3_365: H_robusta|ESN96743.1
3_366: H_robusta|ESN99757.1
3_367: H_robusta|ESO00154.1
3_368: H_robusta|ESO00696.1
3_369: H_robusta|ESO04934.1
3_370: H_robusta|ESO05234.1
3_371: H_robusta|ESO05547.1
3_372: H_robusta|ESO05548.1
3_373: H_robusta|ESO05549.1
3_374: H_robusta|ESO05551.1
3_375: H_robusta|ESO05553.1
3_376: H_robusta|ESO05555.1
3_377: H_robusta|ESO05557.1
3_378: H_robusta|ESO05560.1
3_379: H_robusta|ESO05561.1
3_380: H_robusta|ESO05562.1
3_381: H_robusta|ESO05565.1
3_382: H_robusta|ESO05579.1
3_383: H_robusta|ESO05580.1
3_384: H_robusta|ESO05658.1
3_385: H_robusta|ESO08076.1
3_386: H_robusta|ESO08099.1
3_387: H_robusta|ESO12556.1
3_388: H_robusta|ESN90002.1
3_389: H_robusta|ESN90346.1
3_390: H_robusta|ESN90864.1
3_391: H_robusta|ESN91128.1
3_392: H_robusta|ESN91453.1
3_393: H_robusta|ESN91463.1
3_394: H_robusta|ESN91589.1
3_395: H_robusta|ESN91602.1
3_396: H_robusta|ESN91633.1
3_397: H_robusta|ESN91911.1
3_398: H_robusta|ESN91914.1
3_399: H_robusta|ESN92011.1
3_400: H_robusta|ESN92073.1
3_401: H_robusta|ESN92207.1
3_402: H_robusta|ESN92253.1
3_403: H_robusta|ESN92446.1
3_404: H_robusta|ESN92504.1
3_405: H_robusta|ESN92795.1
3_406: H_robusta|ESN92986.1
3_407: H_robusta|ESN93024.1
3_408: H_robusta|ESN93051.1
3_409: H_robusta|ESN93462.1
3_410: H_robusta|ESN93478.1
3_411: H_robusta|ESN94399.1
3_412: H_robusta|ESN94477.1
3_413: H_robusta|ESN94588.1
3_414: H_robusta|ESN94657.1
3_415: H_robusta|ESN94736.1
3_416: H_robusta|ESN94737.1
3_417: H_robusta|ESN94813.1
3_418: H_robusta|ESN94831.1
3_419: H_robusta|ESN95008.1
3_420: H_robusta|ESN95264.1
3_421: H_robusta|ESN95371.1
3_422: H_robusta|ESN95410.1
3_423: H_robusta|ESN95602.1
3_424: H_robusta|ESN95615.1
3_425: H_robusta|ESN95616.1
3_426: H_robusta|ESN95669.1
3_427: H_robusta|ESN95686.1
3_428: H_robusta|ESN95687.1
3_429: H_robusta|ESN95697.1
3_430: H_robusta|ESN95708.1
3_431: H_robusta|ESN96176.1
3_432: H_robusta|ESN96534.1
3_433: H_robusta|ESN96716.1
3_434: H_robusta|ESN96848.1
3_435: H_robusta|ESN97037.1
3_436: H_robusta|ESN97281.1
3_437: H_robusta|ESN97334.1
3_438: H_robusta|ESN97489.1
3_439: H_robusta|ESN97627.1
3_440: H_robusta|ESN99553.1
3_441: H_robusta|ESO00283.1
3_442: H_robusta|ESO00573.1
3_443: H_robusta|ESO00658.1
3_444: H_robusta|ESO00792.1
3_445: H_robusta|ESO01071.1
3_446: H_robusta|ESO01229.1
3_447: H_robusta|ESO01441.1
3_448: H_robusta|ESO01579.1
3_449: H_robusta|ESO01967.1
3_450: H_robusta|ESO02232.1
3_451: H_robusta|ESO02581.1
3_452: H_robusta|ESO02606.1
3_453: H_robusta|ESO02678.1
3_454: H_robusta|ESO02917.1
3_455: H_robusta|ESO03266.1
3_456: H_robusta|ESO03500.1
3_457: H_robusta|ESO03707.1
3_458: H_robusta|ESO03794.1
3_459: H_robusta|ESO03839.1
3_460: H_robusta|ESO04075.1
3_461: H_robusta|ESO04631.1
3_462: H_robusta|ESO04686.1
3_463: H_robusta|ESO04937.1
3_464: H_robusta|ESO05096.1
3_465: H_robusta|ESO05152.1
3_466: H_robusta|ESO05434.1
3_467: H_robusta|ESO05436.1
3_468: H_robusta|ESO05830.1
3_469: H_robusta|ESO05902.1
3_470: H_robusta|ESO06077.1
3_471: H_robusta|ESO06166.1
3_472: H_robusta|ESO06659.1
3_473: H_robusta|ESO06898.1
3_474: H_robusta|ESO07151.1
3_475: H_robusta|ESO07473.1
3_476: H_robusta|ESO07704.1
3_477: H_robusta|ESO07827.1
3_478: H_robusta|ESO08128.1
3_479: H_robusta|ESO08307.1
3_480: H_robusta|ESO08426.1
3_481: H_robusta|ESO08438.1
3_482: H_robusta|ESO08447.1
3_483: H_robusta|ESO08722.1
3_484: H_robusta|ESO09105.1
3_485: H_robusta|ESO09393.1
3_486: H_robusta|ESO09805.1
3_487: H_robusta|ESO10063.1
3_488: H_robusta|ESO11434.1
3_489: H_robusta|ESO11465.1
3_490: H_robusta|ESO11576.1
3_491: H_robusta|ESO11938.1
3_492: H_robusta|ESO12097.1
3_493: H_robusta|ESO12126.1
3_494: H_robusta|ESO12253.1
3_495: H_robusta|ESO12342.1
3_496: H_robusta|ESO12561.1
3_497: H_robusta|ESO12637.1
3_498: H_robusta|ESO12747.1
3_499: H_robusta|ESN90076.1
3_500: H_robusta|ESN90293.1
3_501: H_robusta|ESN91147.1
3_502: H_robusta|ESN91326.1
3_503: H_robusta|ESN92219.1
3_504: H_robusta|ESN92664.1
3_505: H_robusta|ESN93438.1
3_506: H_robusta|ESN94435.1
3_507: H_robusta|ESN94436.1
3_508: H_robusta|ESN94598.1
3_509: H_robusta|ESN94603.1
3_510: H_robusta|ESN94604.1
3_511: H_robusta|ESN94607.1
3_512: H_robusta|ESN95337.1
3_513: H_robusta|ESN95338.1
3_514: H_robusta|ESN95745.1
3_515: H_robusta|ESN96466.1
3_516: H_robusta|ESN96591.1
3_517: H_robusta|ESN96597.1
3_518: H_robusta|ESN96703.1
3_519: H_robusta|ESN96969.1
3_520: H_robusta|ESN97025.1
3_521: H_robusta|ESN97498.1
3_522: H_robusta|ESN97514.1
3_523: H_robusta|ESN97570.1
3_524: H_robusta|ESN97593.1
3_525: H_robusta|ESN97995.1
3_526: H_robusta|ESN98277.1
3_527: H_robusta|ESN98370.1
3_528: H_robusta|ESN98371.1
3_529: H_robusta|ESN98372.1
3_530: H_robusta|ESN98909.1
3_531: H_robusta|ESN98910.1
3_532: H_robusta|ESN99536.1
3_533: H_robusta|ESN99957.1
3_534: H_robusta|ESO00758.1
3_535: H_robusta|ESO00759.1
3_536: H_robusta|ESO00996.1
3_537: H_robusta|ESO01034.1
3_538: H_robusta|ESO01045.1
3_539: H_robusta|ESO01506.1
3_540: H_robusta|ESO02391.1
3_541: H_robusta|ESO03102.1
3_542: H_robusta|ESO03104.1
3_543: H_robusta|ESO03105.1
3_544: H_robusta|ESO03247.1
3_545: H_robusta|ESO03248.1
3_546: H_robusta|ESO03249.1
3_547: H_robusta|ESO03444.1
3_548: H_robusta|ESO03452.1
3_549: H_robusta|ESO03493.1
3_550: H_robusta|ESO03499.1
3_551: H_robusta|ESO04284.1
3_552: H_robusta|ESO04787.1
3_553: H_robusta|ESO05631.1
3_554: H_robusta|ESO07891.1
3_555: H_robusta|ESO07910.1
3_556: H_robusta|ESO08042.1
3_557: H_robusta|ESO08584.1
3_558: H_robusta|ESO08585.1
3_559: H_robusta|ESO09452.1
3_560: H_robusta|ESO09989.1
3_561: H_robusta|ESO09990.1
3_562: H_robusta|ESO10506.1
3_563: H_robusta|ESO10737.1
3_564: H_robusta|ESO10761.1
3_565: H_robusta|ESO11522.1
3_566: H_robusta|ESO11559.1
3_567: H_robusta|ESO11560.1
3_568: H_robusta|ESO12711.1
3_569: H_robusta|ESO12860.1
3_570: H_robusta|ESO10253.1
3_571: H_robusta|ESO05380.1
3_572: H_robusta|ESO09462.1
4_0: L_gigantea|XP_009044903.1
4_1: L_gigantea|XP_009056746.1
4_2: L_gigantea|XP_009048639.1
4_3: L_gigantea|XP_009051788.1
4_4: L_gigantea|XP_009058327.1
4_5: L_gigantea|XP_009050366.1
4_6: L_gigantea|XP_009051479.1
4_7: L_gigantea|XP_009051490.1
4_8: L_gigantea|XP_009055442.1
4_9: L_gigantea|XP_009048498.1
4_10: L_gigantea|XP_009056300.1
4_11: L_gigantea|XP_009054295.1
4_12: L_gigantea|XP_009063552.1
4_13: L_gigantea|XP_009048015.1
4_14: L_gigantea|XP_009045422.1
4_15: L_gigantea|XP_009067307.1
4_16: L_gigantea|XP_009046521.1
4_17: L_gigantea|XP_009047712.1
4_18: L_gigantea|XP_009050006.1
4_19: L_gigantea|XP_009062528.1
4_20: L_gigantea|XP_009045632.1
4_21: L_gigantea|XP_009057767.1
4_22: L_gigantea|XP_009043858.1
4_23: L_gigantea|XP_009060904.1
4_24: L_gigantea|XP_009053022.1
4_25: L_gigantea|XP_009059115.1
4_26: L_gigantea|XP_009064850.1
4_27: L_gigantea|XP_009043632.1
4_28: L_gigantea|XP_009053420.1
4_29: L_gigantea|XP_009050923.1
4_30: L_gigantea|XP_009054282.1
4_31: L_gigantea|XP_009066668.1
4_32: L_gigantea|XP_009044613.1
4_33: L_gigantea|XP_009066700.1
4_34: L_gigantea|XP_009054866.1
4_35: L_gigantea|XP_009047623.1
4_36: L_gigantea|XP_009060107.1
4_37: L_gigantea|XP_009060271.1
4_38: L_gigantea|XP_009056650.1
4_39: L_gigantea|XP_009053673.1
4_40: L_gigantea|XP_009059459.1
4_41: L_gigantea|XP_009053421.1
4_42: L_gigantea|XP_009051192.1
4_43: L_gigantea|XP_009050443.1
4_44: L_gigantea|XP_009046288.1
4_45: L_gigantea|XP_009050729.1
4_46: L_gigantea|XP_009064827.1
4_47: L_gigantea|XP_009048448.1
4_48: L_gigantea|XP_009063619.1
4_49: L_gigantea|XP_009043645.1
4_50: L_gigantea|XP_009043741.1
4_51: L_gigantea|XP_009044363.1
4_52: L_gigantea|XP_009044809.1
4_53: L_gigantea|XP_009045110.1
4_54: L_gigantea|XP_009045285.1
4_55: L_gigantea|XP_009045323.1
4_56: L_gigantea|XP_009045599.1
4_57: L_gigantea|XP_009046760.1
4_58: L_gigantea|XP_009047293.1
4_59: L_gigantea|XP_009047464.1
4_60: L_gigantea|XP_009049105.1
4_61: L_gigantea|XP_009049848.1
4_62: L_gigantea|XP_009050438.1
4_63: L_gigantea|XP_009052117.1
4_64: L_gigantea|XP_009052522.1
4_65: L_gigantea|XP_009052528.1
4_66: L_gigantea|XP_009052859.1
4_67: L_gigantea|XP_009052980.1
4_68: L_gigantea|XP_009053098.1
4_69: L_gigantea|XP_009053119.1
4_70: L_gigantea|XP_009053293.1
4_71: L_gigantea|XP_009054692.1
4_72: L_gigantea|XP_009055411.1
4_73: L_gigantea|XP_009055465.1
4_74: L_gigantea|XP_009055724.1
4_75: L_gigantea|XP_009055803.1
4_76: L_gigantea|XP_009056912.1
4_77: L_gigantea|XP_009056935.1
4_78: L_gigantea|XP_009057191.1
4_79: L_gigantea|XP_009057335.1
4_80: L_gigantea|XP_009057791.1
4_81: L_gigantea|XP_009058180.1
4_82: L_gigantea|XP_009058520.1
4_83: L_gigantea|XP_009059504.1
4_84: L_gigantea|XP_009059509.1
4_85: L_gigantea|XP_009059623.1
4_86: L_gigantea|XP_009060697.1
4_87: L_gigantea|XP_009061426.1
4_88: L_gigantea|XP_009061823.1
4_89: L_gigantea|XP_009062082.1
4_90: L_gigantea|XP_009062257.1
4_91: L_gigantea|XP_009063118.1
4_92: L_gigantea|XP_009063309.1
4_93: L_gigantea|XP_009063354.1
4_94: L_gigantea|XP_009063410.1
4_95: L_gigantea|XP_009064846.1
4_96: L_gigantea|XP_009065178.1
4_97: L_gigantea|XP_009065262.1
4_98: L_gigantea|XP_009065813.1
4_99: L_gigantea|XP_009066064.1
4_100: L_gigantea|XP_009066247.1
4_101: L_gigantea|XP_009067134.1
4_102: L_gigantea|XP_009067215.1
4_103: L_gigantea|XP_009067372.1
4_104: L_gigantea|XP_009043935.1
4_105: L_gigantea|XP_009043942.1
4_106: L_gigantea|XP_009044144.1
4_107: L_gigantea|XP_009044598.1
4_108: L_gigantea|XP_009044599.1
4_109: L_gigantea|XP_009044603.1
4_110: L_gigantea|XP_009044604.1
4_111: L_gigantea|XP_009044746.1
4_112: L_gigantea|XP_009044787.1
4_113: L_gigantea|XP_009044792.1
4_114: L_gigantea|XP_009044828.1
4_115: L_gigantea|XP_009044923.1
4_116: L_gigantea|XP_009044936.1
4_117: L_gigantea|XP_009045033.1
4_118: L_gigantea|XP_009045051.1
4_119: L_gigantea|XP_009045099.1
4_120: L_gigantea|XP_009045181.1
4_121: L_gigantea|XP_009045829.1
4_122: L_gigantea|XP_009045835.1
4_123: L_gigantea|XP_009045863.1
4_124: L_gigantea|XP_009046051.1
4_125: L_gigantea|XP_009046231.1
4_126: L_gigantea|XP_009046304.1
4_127: L_gigantea|XP_009046306.1
4_128: L_gigantea|XP_009046891.1
4_129: L_gigantea|XP_009047006.1
4_130: L_gigantea|XP_009047210.1
4_131: L_gigantea|XP_009047223.1
4_132: L_gigantea|XP_009047235.1
4_133: L_gigantea|XP_009047249.1
4_134: L_gigantea|XP_009047252.1
4_135: L_gigantea|XP_009047262.1
4_136: L_gigantea|XP_009047266.1
4_137: L_gigantea|XP_009047276.1
4_138: L_gigantea|XP_009047315.1
4_139: L_gigantea|XP_009047439.1
4_140: L_gigantea|XP_009047542.1
4_141: L_gigantea|XP_009047720.1
4_142: L_gigantea|XP_009047801.1
4_143: L_gigantea|XP_009047983.1
4_144: L_gigantea|XP_009047988.1
4_145: L_gigantea|XP_009048083.1
4_146: L_gigantea|XP_009048313.1
4_147: L_gigantea|XP_009048491.1
4_148: L_gigantea|XP_009048492.1
4_149: L_gigantea|XP_009048974.1
4_150: L_gigantea|XP_009049079.1
4_151: L_gigantea|XP_009049108.1
4_152: L_gigantea|XP_009049151.1
4_153: L_gigantea|XP_009049152.1
4_154: L_gigantea|XP_009049348.1
4_155: L_gigantea|XP_009049353.1
4_156: L_gigantea|XP_009049456.1
4_157: L_gigantea|XP_009049662.1
4_158: L_gigantea|XP_009049664.1
4_159: L_gigantea|XP_009049815.1
4_160: L_gigantea|XP_009049820.1
4_161: L_gigantea|XP_009049821.1
4_162: L_gigantea|XP_009049830.1
4_163: L_gigantea|XP_009049831.1
4_164: L_gigantea|XP_009049862.1
4_165: L_gigantea|XP_009049866.1
4_166: L_gigantea|XP_009049978.1
4_167: L_gigantea|XP_009049980.1
4_168: L_gigantea|XP_009049994.1
4_169: L_gigantea|XP_009049995.1
4_170: L_gigantea|XP_009050051.1
4_171: L_gigantea|XP_009050056.1
4_172: L_gigantea|XP_009050057.1
4_173: L_gigantea|XP_009050061.1
4_174: L_gigantea|XP_009050094.1
4_175: L_gigantea|XP_009050106.1
4_176: L_gigantea|XP_009050112.1
4_177: L_gigantea|XP_009050119.1
4_178: L_gigantea|XP_009050290.1
4_179: L_gigantea|XP_009050401.1
4_180: L_gigantea|XP_009050532.1
4_181: L_gigantea|XP_009050858.1
4_182: L_gigantea|XP_009051204.1
4_183: L_gigantea|XP_009051205.1
4_184: L_gigantea|XP_009051298.1
4_185: L_gigantea|XP_009051520.1
4_186: L_gigantea|XP_009051962.1
4_187: L_gigantea|XP_009052091.1
4_188: L_gigantea|XP_009052093.1
4_189: L_gigantea|XP_009052126.1
4_190: L_gigantea|XP_009052136.1
4_191: L_gigantea|XP_009052142.1
4_192: L_gigantea|XP_009052147.1
4_193: L_gigantea|XP_009052148.1
4_194: L_gigantea|XP_009052570.1
4_195: L_gigantea|XP_009052598.1
4_196: L_gigantea|XP_009052961.1
4_197: L_gigantea|XP_009053175.1
4_198: L_gigantea|XP_009053180.1
4_199: L_gigantea|XP_009053217.1
4_200: L_gigantea|XP_009053227.1
4_201: L_gigantea|XP_009053316.1
4_202: L_gigantea|XP_009053317.1
4_203: L_gigantea|XP_009053323.1
4_204: L_gigantea|XP_009053329.1
4_205: L_gigantea|XP_009053385.1
4_206: L_gigantea|XP_009053397.1
4_207: L_gigantea|XP_009053774.1
4_208: L_gigantea|XP_009054120.1
4_209: L_gigantea|XP_009054382.1
4_210: L_gigantea|XP_009054423.1
4_211: L_gigantea|XP_009054475.1
4_212: L_gigantea|XP_009054483.1
4_213: L_gigantea|XP_009054489.1
4_214: L_gigantea|XP_009054530.1
4_215: L_gigantea|XP_009054887.1
4_216: L_gigantea|XP_009054888.1
4_217: L_gigantea|XP_009054915.1
4_218: L_gigantea|XP_009054926.1
4_219: L_gigantea|XP_009054930.1
4_220: L_gigantea|XP_009055340.1
4_221: L_gigantea|XP_009055343.1
4_222: L_gigantea|XP_009055534.1
4_223: L_gigantea|XP_009055535.1
4_224: L_gigantea|XP_009055635.1
4_225: L_gigantea|XP_009055863.1
4_226: L_gigantea|XP_009055967.1
4_227: L_gigantea|XP_009055968.1
4_228: L_gigantea|XP_009055994.1
4_229: L_gigantea|XP_009056103.1
4_230: L_gigantea|XP_009056154.1
4_231: L_gigantea|XP_009056160.1
4_232: L_gigantea|XP_009056172.1
4_233: L_gigantea|XP_009056173.1
4_234: L_gigantea|XP_009056178.1
4_235: L_gigantea|XP_009056210.1
4_236: L_gigantea|XP_009056211.1
4_237: L_gigantea|XP_009056243.1
4_238: L_gigantea|XP_009056404.1
4_239: L_gigantea|XP_009056410.1
4_240: L_gigantea|XP_009056583.1
4_241: L_gigantea|XP_009056864.1
4_242: L_gigantea|XP_009056869.1
4_243: L_gigantea|XP_009056875.1
4_244: L_gigantea|XP_009056881.1
4_245: L_gigantea|XP_009057063.1
4_246: L_gigantea|XP_009057106.1
4_247: L_gigantea|XP_009057154.1
4_248: L_gigantea|XP_009057158.1
4_249: L_gigantea|XP_009057491.1
4_250: L_gigantea|XP_009057507.1
4_251: L_gigantea|XP_009057510.1
4_252: L_gigantea|XP_009057511.1
4_253: L_gigantea|XP_009057512.1
4_254: L_gigantea|XP_009057513.1
4_255: L_gigantea|XP_009057517.1
4_256: L_gigantea|XP_009057530.1
4_257: L_gigantea|XP_009057536.1
4_258: L_gigantea|XP_009057547.1
4_259: L_gigantea|XP_009057554.1
4_260: L_gigantea|XP_009057560.1
4_261: L_gigantea|XP_009057567.1
4_262: L_gigantea|XP_009057571.1
4_263: L_gigantea|XP_009057974.1
4_264: L_gigantea|XP_009058153.1
4_265: L_gigantea|XP_009058170.1
